dataset,mode,width,depth,activation,batchnorm,dropout,residual,optimizer,lr,loss,test_acc,best_k,rho,z,connected_all_layers,elapsed_s,run_id,error,session
paper_syn_A_sin_bands_off0.90_nz0.15,synthetic,narrow,5,relu,False,0.0,False,rmsprop,0.001,bce,0.9975000023841858,90,-0.5553513798569701,-0.6260862071211223,True,28.8,paper_syn_A_sin_bands_off0.90_nz0.15__narrow_d5_actrelu__optrmsprop_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_A_sin_bands_off0.90_nz0.15,synthetic,narrow,5,relu,False,0.0,False,adam,0.001,bce,0.9984999895095825,4,-0.8044326292214901,-1.1110482804440982,True,29.2,paper_syn_A_sin_bands_off0.90_nz0.15__narrow_d5_actrelu__optadam_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_A_sin_bands_off0.90_nz0.15,synthetic,narrow,5,gelu,False,0.0,False,rmsprop,0.001,bce,0.9959999918937683,90,-0.9994979414403725,-4.144844956099278,True,29.6,paper_syn_A_sin_bands_off0.90_nz0.15__narrow_d5_actgelu__optrmsprop_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_A_sin_bands_off0.90_nz0.15,synthetic,narrow,5,gelu,False,0.0,False,adam,0.001,bce,0.9980000257492065,90,-0.9532151611259252,-1.8658364497996618,True,29.1,paper_syn_A_sin_bands_off0.90_nz0.15__narrow_d5_actgelu__optadam_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_A_sin_bands_off0.90_nz0.15,synthetic,wide,5,relu,False,0.0,False,rmsprop,0.001,bce,0.9984999895095825,90,-0.706365431906355,-0.8798924402480032,True,31.9,paper_syn_A_sin_bands_off0.90_nz0.15__wide_d5_actrelu__optrmsprop_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_A_sin_bands_off0.90_nz0.15,synthetic,wide,5,relu,False,0.0,False,adam,0.001,bce,0.9990000128746033,90,-0.9999748106501074,-5.641111930946335,True,28.2,paper_syn_A_sin_bands_off0.90_nz0.15__wide_d5_actrelu__optadam_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_A_sin_bands_off0.90_nz0.15,synthetic,wide,5,gelu,False,0.0,False,rmsprop,0.001,bce,0.9959999918937683,90,-0.9999796439278834,-5.747634154473923,True,28.9,paper_syn_A_sin_bands_off0.90_nz0.15__wide_d5_actgelu__optrmsprop_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_A_sin_bands_off0.90_nz0.15,synthetic,wide,5,gelu,False,0.0,False,adam,0.001,bce,0.9994999766349792,90,-0.9954403460887111,-3.0406866529127456,True,26.7,paper_syn_A_sin_bands_off0.90_nz0.15__wide_d5_actgelu__optadam_lr0.001_lossbce_seed0,,20251008_003902
