dataset,mode,width,depth,activation,batchnorm,dropout,residual,optimizer,lr,loss,test_acc,best_k,rho,z,connected_all_layers,elapsed_s,run_id,error,session
paper_syn_B_two_spirals_nz0.35_t3.5,synthetic,narrow,5,relu,False,0.0,False,rmsprop,0.001,bce,0.6434999704360962,18,-0.5152061535800194,-0.5697915210049829,True,36.2,paper_syn_B_two_spirals_nz0.35_t3.5__narrow_d5_actrelu__optrmsprop_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_B_two_spirals_nz0.35_t3.5,synthetic,narrow,5,relu,False,0.0,False,adam,0.001,bce,0.637499988079071,50,-0.992852612908321,-2.8152877584532114,True,37.2,paper_syn_B_two_spirals_nz0.35_t3.5__narrow_d5_actrelu__optadam_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_B_two_spirals_nz0.35_t3.5,synthetic,narrow,5,gelu,False,0.0,False,rmsprop,0.001,bce,0.6389999985694885,9,-0.9963681974156531,-3.1546779013853525,True,37.0,paper_syn_B_two_spirals_nz0.35_t3.5__narrow_d5_actgelu__optrmsprop_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_B_two_spirals_nz0.35_t3.5,synthetic,narrow,5,gelu,False,0.0,False,adam,0.001,bce,0.6449999809265137,7,-0.9999369487673793,-5.182339300149202,True,37.3,paper_syn_B_two_spirals_nz0.35_t3.5__narrow_d5_actgelu__optadam_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_B_two_spirals_nz0.35_t3.5,synthetic,wide,5,relu,False,0.0,False,rmsprop,0.001,bce,0.6389999985694885,5,-0.99674501780904,-3.209543419142988,True,36.9,paper_syn_B_two_spirals_nz0.35_t3.5__wide_d5_actrelu__optrmsprop_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_B_two_spirals_nz0.35_t3.5,synthetic,wide,5,relu,False,0.0,False,adam,0.001,bce,0.6460000276565552,7,-0.9996085141911772,-4.2692563549517635,True,37.6,paper_syn_B_two_spirals_nz0.35_t3.5__wide_d5_actrelu__optadam_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_B_two_spirals_nz0.35_t3.5,synthetic,wide,5,gelu,False,0.0,False,rmsprop,0.001,bce,0.640999972820282,12,-0.999981173997565,-5.7867046515064775,True,37.4,paper_syn_B_two_spirals_nz0.35_t3.5__wide_d5_actgelu__optrmsprop_lr0.001_lossbce_seed0,,20251008_003902
paper_syn_B_two_spirals_nz0.35_t3.5,synthetic,wide,5,gelu,False,0.0,False,adam,0.001,bce,0.6340000033378601,50,-0.9988268122247643,-3.7202955277457077,True,38.1,paper_syn_B_two_spirals_nz0.35_t3.5__wide_d5_actgelu__optadam_lr0.001_lossbce_seed0,,20251008_003902
