run_name,architecture,dataset,n_layers,accuracy,rho,k
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26986956.833333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27816265.333333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26443908.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27493114.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27600265.166666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26503562.833333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27861064.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26097386.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27144829.833333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27683463.5,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27388283.166666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27359939.333333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27505385.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27526526.833333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26416729.0,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26754581.0,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26456877.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27600612.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-28084515.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27013559.166666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27800016.333333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27394869.333333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26006782.333333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26757502.0,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27274047.666666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-28477087.166666668,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27296590.833333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-27436710.833333332,100
wide_11_synthetic_a,wide,synthetic_a,11,1.0,-26971056.333333332,100
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984499990940094,-813794277.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9829999804496765,-808999404.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9850000143051147,-828028672.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9850000143051147,-798933228.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9854999780654907,-824744402.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9835000038146973,-800377843.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9869999885559082,-806355491.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984499990940094,-801281819.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9794999957084656,-818676257.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9829999804496765,-827320863.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9819999933242798,-831823708.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9850000143051147,-807171521.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9829999804496765,-831542296.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9810000061988831,-816408765.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9879999756813049,-816071479.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9804999828338623,-811551532.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9865000247955322,-809462804.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9835000038146973,-811428126.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9779999852180481,-810728200.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984499990940094,-826982227.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9794999957084656,-801765622.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984000027179718,-816841423.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9835000038146973,-804977446.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9800000190734863,-801226660.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9865000247955322,-800981571.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9865000247955322,-809593219.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9860000014305115,-832237146.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9865000247955322,-817606614.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984000027179718,-798971961.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984499990940094,-800792506.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9865000247955322,-808447978.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9825000166893005,-821801643.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9869999885559082,-816089517.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9819999933242798,-801233687.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9850000143051147,-792541753.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9825000166893005,-806208500.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9879999756813049,-848414950.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9854999780654907,-809262048.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9829999804496765,-835159560.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.987500011920929,-813970944.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9835000038146973,-801757851.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9854999780654907,-826962956.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9810000061988831,-806898858.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9825000166893005,-835417967.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984000027179718,-832566128.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9829999804496765,-822381525.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9865000247955322,-805473605.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9850000143051147,-825144527.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9860000014305115,-818385024.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9854999780654907,-816436330.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9815000295639038,-815907930.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9810000061988831,-819932289.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9869999885559082,-824260481.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9825000166893005,-803491197.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9860000014305115,-817888795.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9865000247955322,-794993490.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9860000014305115,-824643813.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984000027179718,-815831034.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9835000038146973,-820113516.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984000027179718,-798434859.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9819999933242798,-833957799.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9825000166893005,-811877251.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9854999780654907,-850268232.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9815000295639038,-812554584.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9850000143051147,-824047524.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9829999804496765,-822991127.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9829999804496765,-804699455.3333334,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.9819999933242798,-812821918.6666666,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984000027179718,-840004298.0,500
narrow_5_fmnist_sandals_vs_boots,narrow,fmnist_sandals_vs_boots,5,0.984499990940094,-823115944.0,500
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968999981880188,-24521978.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968500018119812,-24168622.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968999981880188,-24117675.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24387615.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968999981880188,-24418745.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24599089.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9714999794960022,-24274463.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968999981880188,-24391791.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9670000076293945,-24771943.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9700000286102295,-24577995.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9695000052452087,-25015365.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9695000052452087,-24495159.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24575486.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24468336.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968999981880188,-24180961.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9714999794960022,-24432811.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9679999947547913,-24437881.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9679999947547913,-24357656.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24325073.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24489363.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9695000052452087,-24933945.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24558263.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-23989548.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9714999794960022,-24543579.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24617826.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24741962.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9700000286102295,-24804072.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24436322.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24125752.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24924821.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9700000286102295,-24765610.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.972000002861023,-24447710.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24578094.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24240272.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9700000286102295,-24385793.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24339427.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24244564.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24475863.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24590189.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24307142.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24648246.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9714999794960022,-24641511.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9714999794960022,-24294122.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968500018119812,-24426114.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24556387.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24224151.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9695000052452087,-25013110.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9664999842643738,-24504600.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24680169.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24277215.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24525036.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9700000286102295,-24849821.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9624999761581421,-24514445.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9714999794960022,-24531911.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24257208.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9700000286102295,-24215700.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9714999794960022,-24190118.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24404978.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968999981880188,-24646480.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9714999794960022,-24089619.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.968999981880188,-24505992.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9700000286102295,-24386924.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24375984.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9695000052452087,-24348435.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9695000052452087,-24304258.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9695000052452087,-24387899.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9695000052452087,-24832145.333333332,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9679999947547913,-24402556.0,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9710000157356262,-24736094.666666668,100
narrow_5_synthetic_c,narrow,synthetic_c,5,0.9704999923706055,-24507751.666666668,100
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5949858.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9710000157356262,-5921039.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9679999947547913,-5916488.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9674999713897705,-5907845.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5939543.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9700000286102295,-5940233.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5921305.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9679999947547913,-5902502.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9700000286102295,-5899515.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5881208.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5836342.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9700000286102295,-5914472.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9710000157356262,-5924544.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9700000286102295,-5951104.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9710000157356262,-5880040.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-6005572.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968500018119812,-5963405.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9700000286102295,-5848817.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9710000157356262,-5906469.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9729999899864197,-5933989.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5934668.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5891705.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5874921.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9714999794960022,-5909829.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9700000286102295,-5916372.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9710000157356262,-5883319.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9714999794960022,-5875475.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5899289.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5899255.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9700000286102295,-5934855.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9664999842643738,-5967979.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9670000076293945,-5960521.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9700000286102295,-5884895.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5979164.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9695000052452087,-5902132.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9710000157356262,-5932067.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5889637.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9714999794960022,-5911829.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5882352.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5916614.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5907671.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9695000052452087,-5893224.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5971613.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9710000157356262,-6003506.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9695000052452087,-5893001.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.972000002861023,-5945429.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9729999899864197,-5891760.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9679999947547913,-5981650.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5977417.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5892101.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5901611.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9670000076293945,-5917466.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5913297.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9714999794960022,-5958223.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9725000262260437,-5843241.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5887342.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9679999947547913,-5865502.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9679999947547913,-5954075.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968500018119812,-5948049.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5978220.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9714999794960022,-5872812.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968999981880188,-5870833.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9695000052452087,-5941899.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9710000157356262,-5933959.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9695000052452087,-5901796.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9714999794960022,-5922198.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5864745.333333333,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9695000052452087,-5925744.0,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.968500018119812,-5926111.666666667,50
bottleneck_5_synthetic_c,bottleneck,synthetic_c,5,0.9704999923706055,-5885299.666666667,50
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7105000019073486,-30536502.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7055000066757202,-29838676.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6974999904632568,-30878571.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7064999938011169,-30043217.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6995000243186951,-30587798.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7089999914169312,-30694244.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6995000243186951,-30383158.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6980000138282776,-30175294.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7074999809265137,-30019725.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7009999752044678,-29741696.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7009999752044678,-30118772.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7055000066757202,-29923934.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7005000114440918,-30807886.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7064999938011169,-30018362.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6995000243186951,-30451148.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.703499972820282,-29374663.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7055000066757202,-29828882.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7074999809265137,-30362915.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7024999856948853,-30202909.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7059999704360962,-30471630.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7049999833106995,-29807749.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.703000009059906,-31130595.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7055000066757202,-30038524.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7105000019073486,-30396417.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7059999704360962,-30098029.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7045000195503235,-30074628.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7074999809265137,-30319843.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6934999823570251,-30265362.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6974999904632568,-30196934.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7039999961853027,-29403772.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6884999871253967,-30298835.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7045000195503235,-30402976.333333332,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7055000066757202,-30187594.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7039999961853027,-29990054.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7049999833106995,-29911682.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7059999704360962,-30258536.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7089999914169312,-29701895.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7045000195503235,-29699285.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.703000009059906,-29885736.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6959999799728394,-29791888.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.6955000162124634,-30386024.0,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7045000195503235,-30052993.666666668,100
narrow_5_synthetic_b,narrow,synthetic_b,5,0.7070000171661377,-30302152.0,100
