architecture,dataset,k,model_idx,accuracy,rho,dropout_rate,run_id
wide_5,synthetic_c,9,56,0.9704999923706055,-146156.66666666666,,wide_5_synthetic_c_k9_m56
wide_5,synthetic_c,9,57,0.9670000076293945,-146674.0,,wide_5_synthetic_c_k9_m57
wide_5,synthetic_c,9,58,0.9695000052452087,-146523.0,,wide_5_synthetic_c_k9_m58
wide_5,synthetic_c,9,59,0.9679999947547913,-147867.33333333334,,wide_5_synthetic_c_k9_m59
wide_5,synthetic_c,9,60,0.968999981880188,-148049.66666666666,,wide_5_synthetic_c_k9_m60
wide_5,synthetic_c,9,61,0.9704999923706055,-148070.33333333334,,wide_5_synthetic_c_k9_m61
wide_5,synthetic_c,9,62,0.968500018119812,-147321.0,,wide_5_synthetic_c_k9_m62
wide_5,synthetic_c,9,63,0.968999981880188,-146921.33333333334,,wide_5_synthetic_c_k9_m63
wide_5,synthetic_c,9,64,0.9710000157356262,-148019.66666666666,,wide_5_synthetic_c_k9_m64
wide_5,synthetic_c,9,65,0.968500018119812,-147546.33333333334,,wide_5_synthetic_c_k9_m65
wide_5,synthetic_c,9,66,0.9704999923706055,-145728.0,,wide_5_synthetic_c_k9_m66
wide_5,synthetic_c,9,67,0.9710000157356262,-147272.33333333334,,wide_5_synthetic_c_k9_m67
wide_5,synthetic_c,9,68,0.9695000052452087,-145678.0,,wide_5_synthetic_c_k9_m68
wide_5,synthetic_c,9,69,0.9704999923706055,-145961.0,,wide_5_synthetic_c_k9_m69
wide_5,synthetic_c,7,0,0.9704999923706055,-78568.33333333333,,wide_5_synthetic_c_k7_m0
wide_5,synthetic_c,7,1,0.9710000157356262,-78956.0,,wide_5_synthetic_c_k7_m1
wide_5,synthetic_c,7,2,0.9704999923706055,-78701.33333333333,,wide_5_synthetic_c_k7_m2
wide_5,synthetic_c,7,3,0.9714999794960022,-78894.0,,wide_5_synthetic_c_k7_m3
wide_5,synthetic_c,7,4,0.9700000286102295,-78809.33333333333,,wide_5_synthetic_c_k7_m4
wide_5,synthetic_c,7,5,0.9700000286102295,-78759.0,,wide_5_synthetic_c_k7_m5
wide_5,synthetic_c,7,6,0.9704999923706055,-78487.66666666667,,wide_5_synthetic_c_k7_m6
wide_5,synthetic_c,7,7,0.972000002861023,-78093.0,,wide_5_synthetic_c_k7_m7
wide_5,synthetic_c,7,8,0.9700000286102295,-78733.33333333333,,wide_5_synthetic_c_k7_m8
wide_5,synthetic_c,7,9,0.9704999923706055,-78180.33333333333,,wide_5_synthetic_c_k7_m9
wide_5,synthetic_c,7,10,0.968999981880188,-79005.66666666667,,wide_5_synthetic_c_k7_m10
wide_5,synthetic_c,7,11,0.972000002861023,-79214.66666666667,,wide_5_synthetic_c_k7_m11
wide_5,synthetic_c,7,12,0.9704999923706055,-78473.66666666667,,wide_5_synthetic_c_k7_m12
wide_5,synthetic_c,7,13,0.968999981880188,-78755.66666666667,,wide_5_synthetic_c_k7_m13
wide_5,synthetic_c,7,14,0.968999981880188,-78818.66666666667,,wide_5_synthetic_c_k7_m14
wide_5,synthetic_c,7,15,0.972000002861023,-78443.0,,wide_5_synthetic_c_k7_m15
wide_5,synthetic_c,7,16,0.9714999794960022,-78434.0,,wide_5_synthetic_c_k7_m16
wide_5,synthetic_c,7,17,0.968999981880188,-78855.66666666667,,wide_5_synthetic_c_k7_m17
wide_5,synthetic_c,7,18,0.9714999794960022,-78758.0,,wide_5_synthetic_c_k7_m18
wide_5,synthetic_c,7,19,0.9710000157356262,-78534.0,,wide_5_synthetic_c_k7_m19
wide_5,synthetic_c,7,20,0.9704999923706055,-78619.66666666667,,wide_5_synthetic_c_k7_m20
wide_5,synthetic_c,7,21,0.9700000286102295,-78970.0,,wide_5_synthetic_c_k7_m21
wide_5,synthetic_c,7,22,0.9729999899864197,-78983.33333333333,,wide_5_synthetic_c_k7_m22
wide_5,synthetic_c,7,23,0.9710000157356262,-79161.0,,wide_5_synthetic_c_k7_m23
wide_5,synthetic_c,7,24,0.9704999923706055,-78575.0,,wide_5_synthetic_c_k7_m24
wide_5,synthetic_c,7,25,0.9700000286102295,-79033.33333333333,,wide_5_synthetic_c_k7_m25
wide_5,synthetic_c,7,26,0.9714999794960022,-78503.0,,wide_5_synthetic_c_k7_m26
wide_5,synthetic_c,7,27,0.9725000262260437,-78965.33333333333,,wide_5_synthetic_c_k7_m27
wide_5,synthetic_c,7,28,0.9695000052452087,-79157.0,,wide_5_synthetic_c_k7_m28
wide_5,synthetic_c,7,29,0.9710000157356262,-78804.66666666667,,wide_5_synthetic_c_k7_m29
wide_5,synthetic_c,7,30,0.9710000157356262,-78409.33333333333,,wide_5_synthetic_c_k7_m30
wide_5,synthetic_c,7,31,0.972000002861023,-78617.33333333333,,wide_5_synthetic_c_k7_m31
wide_5,synthetic_c,7,32,0.968500018119812,-79033.33333333333,,wide_5_synthetic_c_k7_m32
wide_5,synthetic_c,7,33,0.9710000157356262,-79599.66666666667,,wide_5_synthetic_c_k7_m33
wide_5,synthetic_c,7,34,0.9674999713897705,-79787.0,,wide_5_synthetic_c_k7_m34
wide_5,synthetic_c,7,35,0.9714999794960022,-78946.66666666667,,wide_5_synthetic_c_k7_m35
wide_5,synthetic_c,7,36,0.968500018119812,-79006.33333333333,,wide_5_synthetic_c_k7_m36
wide_5,synthetic_c,7,37,0.968500018119812,-78374.66666666667,,wide_5_synthetic_c_k7_m37
wide_5,synthetic_c,7,38,0.968999981880188,-78863.66666666667,,wide_5_synthetic_c_k7_m38
wide_5,synthetic_c,7,39,0.968999981880188,-79388.66666666667,,wide_5_synthetic_c_k7_m39
wide_5,synthetic_c,7,40,0.9704999923706055,-78545.33333333333,,wide_5_synthetic_c_k7_m40
wide_5,synthetic_c,7,41,0.9710000157356262,-79129.33333333333,,wide_5_synthetic_c_k7_m41
wide_5,synthetic_c,7,42,0.9710000157356262,-78641.0,,wide_5_synthetic_c_k7_m42
wide_5,synthetic_c,7,43,0.9700000286102295,-78357.0,,wide_5_synthetic_c_k7_m43
wide_5,synthetic_c,7,44,0.9710000157356262,-78737.0,,wide_5_synthetic_c_k7_m44
wide_5,synthetic_c,7,45,0.9710000157356262,-79431.0,,wide_5_synthetic_c_k7_m45
wide_5,synthetic_c,7,46,0.968500018119812,-78441.0,,wide_5_synthetic_c_k7_m46
wide_5,synthetic_c,7,47,0.9695000052452087,-78638.33333333333,,wide_5_synthetic_c_k7_m47
wide_5,synthetic_c,7,48,0.9704999923706055,-78717.0,,wide_5_synthetic_c_k7_m48
wide_5,synthetic_c,7,49,0.968500018119812,-78625.66666666667,,wide_5_synthetic_c_k7_m49
wide_5,synthetic_c,7,50,0.968999981880188,-79249.66666666667,,wide_5_synthetic_c_k7_m50
wide_5,synthetic_c,7,51,0.9725000262260437,-78694.0,,wide_5_synthetic_c_k7_m51
wide_5,synthetic_c,7,52,0.9695000052452087,-78502.66666666667,,wide_5_synthetic_c_k7_m52
wide_5,synthetic_c,7,53,0.9710000157356262,-78552.66666666667,,wide_5_synthetic_c_k7_m53
wide_5,synthetic_c,7,54,0.9710000157356262,-78998.33333333333,,wide_5_synthetic_c_k7_m54
wide_5,synthetic_c,7,55,0.972000002861023,-78549.0,,wide_5_synthetic_c_k7_m55
wide_5,synthetic_c,7,56,0.9704999923706055,-78161.66666666667,,wide_5_synthetic_c_k7_m56
wide_5,synthetic_c,7,57,0.9670000076293945,-78851.0,,wide_5_synthetic_c_k7_m57
wide_5,synthetic_c,7,58,0.9695000052452087,-78312.33333333333,,wide_5_synthetic_c_k7_m58
wide_5,synthetic_c,7,59,0.9679999947547913,-79238.66666666667,,wide_5_synthetic_c_k7_m59
wide_5,synthetic_c,7,60,0.968999981880188,-79378.0,,wide_5_synthetic_c_k7_m60
wide_5,synthetic_c,7,61,0.9704999923706055,-79308.33333333333,,wide_5_synthetic_c_k7_m61
wide_5,synthetic_c,7,62,0.968500018119812,-79265.0,,wide_5_synthetic_c_k7_m62
wide_5,synthetic_c,7,63,0.968999981880188,-78918.33333333333,,wide_5_synthetic_c_k7_m63
wide_5,synthetic_c,7,64,0.9710000157356262,-79186.33333333333,,wide_5_synthetic_c_k7_m64
wide_5,synthetic_c,7,65,0.968500018119812,-78800.0,,wide_5_synthetic_c_k7_m65
wide_5,synthetic_c,7,66,0.9704999923706055,-78328.33333333333,,wide_5_synthetic_c_k7_m66
wide_5,synthetic_c,7,67,0.9710000157356262,-78592.33333333333,,wide_5_synthetic_c_k7_m67
wide_5,synthetic_c,7,68,0.9695000052452087,-78485.66666666667,,wide_5_synthetic_c_k7_m68
wide_5,synthetic_c,7,69,0.9704999923706055,-78490.33333333333,,wide_5_synthetic_c_k7_m69
wide_5,synthetic_c,6,0,0.9704999923706055,-52511.666666666664,,wide_5_synthetic_c_k6_m0
wide_5,synthetic_c,6,1,0.9710000157356262,-52903.0,,wide_5_synthetic_c_k6_m1
wide_5,synthetic_c,6,2,0.9704999923706055,-52647.0,,wide_5_synthetic_c_k6_m2
wide_5,synthetic_c,6,3,0.9714999794960022,-52649.333333333336,,wide_5_synthetic_c_k6_m3
wide_5,synthetic_c,6,4,0.9700000286102295,-52683.333333333336,,wide_5_synthetic_c_k6_m4
wide_5,synthetic_c,6,5,0.9700000286102295,-52570.666666666664,,wide_5_synthetic_c_k6_m5
wide_5,synthetic_c,6,6,0.9704999923706055,-52436.333333333336,,wide_5_synthetic_c_k6_m6
wide_5,synthetic_c,6,7,0.972000002861023,-52286.0,,wide_5_synthetic_c_k6_m7
wide_5,synthetic_c,6,8,0.9700000286102295,-52811.666666666664,,wide_5_synthetic_c_k6_m8
wide_5,synthetic_c,6,9,0.9704999923706055,-52096.333333333336,,wide_5_synthetic_c_k6_m9
wide_5,synthetic_c,6,10,0.968999981880188,-52657.0,,wide_5_synthetic_c_k6_m10
wide_5,synthetic_c,6,11,0.972000002861023,-52900.666666666664,,wide_5_synthetic_c_k6_m11
wide_5,synthetic_c,6,12,0.9704999923706055,-52329.333333333336,,wide_5_synthetic_c_k6_m12
wide_5,synthetic_c,6,13,0.968999981880188,-52604.0,,wide_5_synthetic_c_k6_m13
wide_5,synthetic_c,6,14,0.968999981880188,-52567.333333333336,,wide_5_synthetic_c_k6_m14
wide_5,synthetic_c,6,15,0.972000002861023,-52355.666666666664,,wide_5_synthetic_c_k6_m15
wide_5,synthetic_c,6,16,0.9714999794960022,-52330.333333333336,,wide_5_synthetic_c_k6_m16
wide_5,synthetic_c,6,17,0.968999981880188,-52880.666666666664,,wide_5_synthetic_c_k6_m17
wide_5,synthetic_c,6,18,0.9714999794960022,-52605.666666666664,,wide_5_synthetic_c_k6_m18
wide_5,synthetic_c,6,19,0.9710000157356262,-52643.333333333336,,wide_5_synthetic_c_k6_m19
wide_5,synthetic_c,6,20,0.9704999923706055,-52473.333333333336,,wide_5_synthetic_c_k6_m20
wide_5,synthetic_c,6,21,0.9700000286102295,-52915.666666666664,,wide_5_synthetic_c_k6_m21
wide_5,synthetic_c,6,22,0.9729999899864197,-52560.666666666664,,wide_5_synthetic_c_k6_m22
wide_5,synthetic_c,6,23,0.9710000157356262,-52707.333333333336,,wide_5_synthetic_c_k6_m23
wide_5,synthetic_c,6,24,0.9704999923706055,-52666.0,,wide_5_synthetic_c_k6_m24
wide_5,synthetic_c,6,25,0.9700000286102295,-52781.666666666664,,wide_5_synthetic_c_k6_m25
wide_5,synthetic_c,6,26,0.9714999794960022,-52304.666666666664,,wide_5_synthetic_c_k6_m26
wide_5,synthetic_c,6,27,0.9725000262260437,-52722.333333333336,,wide_5_synthetic_c_k6_m27
wide_5,synthetic_c,6,28,0.9695000052452087,-52815.0,,wide_5_synthetic_c_k6_m28
wide_5,synthetic_c,6,29,0.9710000157356262,-52440.333333333336,,wide_5_synthetic_c_k6_m29
wide_5,synthetic_c,6,30,0.9710000157356262,-52533.0,,wide_5_synthetic_c_k6_m30
wide_5,synthetic_c,6,31,0.972000002861023,-52614.333333333336,,wide_5_synthetic_c_k6_m31
wide_5,synthetic_c,6,32,0.968500018119812,-53038.666666666664,,wide_5_synthetic_c_k6_m32
wide_5,synthetic_c,6,33,0.9710000157356262,-53108.666666666664,,wide_5_synthetic_c_k6_m33
wide_5,synthetic_c,6,34,0.9674999713897705,-52942.0,,wide_5_synthetic_c_k6_m34
wide_5,synthetic_c,6,35,0.9714999794960022,-52722.333333333336,,wide_5_synthetic_c_k6_m35
wide_5,synthetic_c,6,36,0.968500018119812,-52880.666666666664,,wide_5_synthetic_c_k6_m36
wide_5,synthetic_c,6,37,0.968500018119812,-52400.666666666664,,wide_5_synthetic_c_k6_m37
wide_5,synthetic_c,6,38,0.968999981880188,-52790.666666666664,,wide_5_synthetic_c_k6_m38
wide_5,synthetic_c,6,39,0.968999981880188,-52992.666666666664,,wide_5_synthetic_c_k6_m39
wide_5,synthetic_c,6,40,0.9704999923706055,-52427.333333333336,,wide_5_synthetic_c_k6_m40
wide_5,synthetic_c,6,41,0.9710000157356262,-52801.0,,wide_5_synthetic_c_k6_m41
wide_5,synthetic_c,6,42,0.9710000157356262,-52361.333333333336,,wide_5_synthetic_c_k6_m42
wide_5,synthetic_c,6,43,0.9700000286102295,-52245.333333333336,,wide_5_synthetic_c_k6_m43
wide_5,synthetic_c,6,44,0.9710000157356262,-52499.666666666664,,wide_5_synthetic_c_k6_m44
wide_5,synthetic_c,6,45,0.9710000157356262,-53155.666666666664,,wide_5_synthetic_c_k6_m45
wide_5,synthetic_c,6,46,0.968500018119812,-52473.0,,wide_5_synthetic_c_k6_m46
wide_5,synthetic_c,6,47,0.9695000052452087,-52490.0,,wide_5_synthetic_c_k6_m47
wide_5,synthetic_c,6,48,0.9704999923706055,-52567.666666666664,,wide_5_synthetic_c_k6_m48
wide_5,synthetic_c,6,49,0.968500018119812,-52863.0,,wide_5_synthetic_c_k6_m49
wide_5,synthetic_c,6,50,0.968999981880188,-52848.0,,wide_5_synthetic_c_k6_m50
wide_5,synthetic_c,6,51,0.9725000262260437,-52695.0,,wide_5_synthetic_c_k6_m51
wide_5,synthetic_c,6,52,0.9695000052452087,-52552.333333333336,,wide_5_synthetic_c_k6_m52
wide_5,synthetic_c,6,53,0.9710000157356262,-52467.666666666664,,wide_5_synthetic_c_k6_m53
wide_5,synthetic_c,6,54,0.9710000157356262,-52574.0,,wide_5_synthetic_c_k6_m54
wide_5,synthetic_c,6,55,0.972000002861023,-52490.333333333336,,wide_5_synthetic_c_k6_m55
wide_5,synthetic_c,6,56,0.9704999923706055,-52378.333333333336,,wide_5_synthetic_c_k6_m56
wide_5,synthetic_c,6,57,0.9670000076293945,-52896.0,,wide_5_synthetic_c_k6_m57
wide_5,synthetic_c,6,58,0.9695000052452087,-52397.666666666664,,wide_5_synthetic_c_k6_m58
wide_5,synthetic_c,6,59,0.9679999947547913,-52858.0,,wide_5_synthetic_c_k6_m59
wide_5,synthetic_c,6,60,0.968999981880188,-52967.333333333336,,wide_5_synthetic_c_k6_m60
wide_5,synthetic_c,6,61,0.9704999923706055,-52738.666666666664,,wide_5_synthetic_c_k6_m61
wide_5,synthetic_c,6,62,0.968500018119812,-53099.666666666664,,wide_5_synthetic_c_k6_m62
wide_5,synthetic_c,6,63,0.968999981880188,-52654.0,,wide_5_synthetic_c_k6_m63
wide_5,synthetic_c,6,64,0.9710000157356262,-52581.666666666664,,wide_5_synthetic_c_k6_m64
wide_5,synthetic_c,6,65,0.968500018119812,-52694.666666666664,,wide_5_synthetic_c_k6_m65
wide_5,synthetic_c,6,66,0.9704999923706055,-52422.333333333336,,wide_5_synthetic_c_k6_m66
wide_5,synthetic_c,6,67,0.9710000157356262,-52633.333333333336,,wide_5_synthetic_c_k6_m67
wide_5,synthetic_c,6,68,0.9695000052452087,-52489.666666666664,,wide_5_synthetic_c_k6_m68
wide_5,synthetic_c,6,69,0.9704999923706055,-52625.333333333336,,wide_5_synthetic_c_k6_m69
wide_5,synthetic_c,50,0,0.9704999923706055,-5841383.0,,wide_5_synthetic_c_k50_m0
wide_5,synthetic_c,50,1,0.9710000157356262,-5857223.0,,wide_5_synthetic_c_k50_m1
wide_5,synthetic_c,50,2,0.9704999923706055,-5815180.666666667,,wide_5_synthetic_c_k50_m2
wide_5,synthetic_c,50,3,0.9714999794960022,-5805309.0,,wide_5_synthetic_c_k50_m3
wide_5,synthetic_c,50,4,0.9700000286102295,-5844547.333333333,,wide_5_synthetic_c_k50_m4
wide_5,synthetic_c,50,5,0.9700000286102295,-5811148.333333333,,wide_5_synthetic_c_k50_m5
wide_5,synthetic_c,50,6,0.9704999923706055,-5841353.666666667,,wide_5_synthetic_c_k50_m6
wide_5,synthetic_c,50,7,0.972000002861023,-5822206.0,,wide_5_synthetic_c_k50_m7
wide_5,synthetic_c,50,8,0.9700000286102295,-5847980.333333333,,wide_5_synthetic_c_k50_m8
wide_5,synthetic_c,50,9,0.9704999923706055,-5815997.666666667,,wide_5_synthetic_c_k50_m9
wide_5,synthetic_c,50,10,0.968999981880188,-5854113.0,,wide_5_synthetic_c_k50_m10
wide_5,synthetic_c,50,11,0.972000002861023,-5882494.0,,wide_5_synthetic_c_k50_m11
wide_5,synthetic_c,50,12,0.9704999923706055,-5796348.666666667,,wide_5_synthetic_c_k50_m12
wide_5,synthetic_c,50,13,0.968999981880188,-5827711.666666667,,wide_5_synthetic_c_k50_m13
wide_5,synthetic_c,50,14,0.968999981880188,-5860422.0,,wide_5_synthetic_c_k50_m14
wide_5,synthetic_c,50,15,0.972000002861023,-5841956.333333333,,wide_5_synthetic_c_k50_m15
wide_5,synthetic_c,50,16,0.9714999794960022,-5830557.666666667,,wide_5_synthetic_c_k50_m16
wide_5,synthetic_c,50,17,0.968999981880188,-5857326.666666667,,wide_5_synthetic_c_k50_m17
wide_5,synthetic_c,50,18,0.9714999794960022,-5829731.333333333,,wide_5_synthetic_c_k50_m18
wide_5,synthetic_c,50,19,0.9710000157356262,-5813934.666666667,,wide_5_synthetic_c_k50_m19
wide_5,synthetic_c,50,20,0.9704999923706055,-5853620.0,,wide_5_synthetic_c_k50_m20
wide_5,synthetic_c,50,21,0.9700000286102295,-5862353.333333333,,wide_5_synthetic_c_k50_m21
wide_5,synthetic_c,50,22,0.9729999899864197,-5861776.666666667,,wide_5_synthetic_c_k50_m22
wide_5,synthetic_c,50,23,0.9710000157356262,-5839024.0,,wide_5_synthetic_c_k50_m23
wide_5,synthetic_c,50,24,0.9704999923706055,-5839917.666666667,,wide_5_synthetic_c_k50_m24
wide_5,synthetic_c,50,25,0.9700000286102295,-5820243.0,,wide_5_synthetic_c_k50_m25
wide_5,synthetic_c,50,26,0.9714999794960022,-5826921.666666667,,wide_5_synthetic_c_k50_m26
wide_5,synthetic_c,50,27,0.9725000262260437,-5840376.666666667,,wide_5_synthetic_c_k50_m27
wide_5,synthetic_c,50,28,0.9695000052452087,-5834681.0,,wide_5_synthetic_c_k50_m28
wide_5,synthetic_c,50,29,0.9710000157356262,-5804676.333333333,,wide_5_synthetic_c_k50_m29
wide_5,synthetic_c,50,30,0.9710000157356262,-5835257.0,,wide_5_synthetic_c_k50_m30
wide_5,synthetic_c,50,31,0.972000002861023,-5831251.0,,wide_5_synthetic_c_k50_m31
wide_5,synthetic_c,50,32,0.968500018119812,-5884658.0,,wide_5_synthetic_c_k50_m32
wide_5,synthetic_c,50,33,0.9710000157356262,-5863077.0,,wide_5_synthetic_c_k50_m33
wide_5,synthetic_c,50,34,0.9674999713897705,-5905847.333333333,,wide_5_synthetic_c_k50_m34
wide_5,synthetic_c,50,35,0.9714999794960022,-5800243.0,,wide_5_synthetic_c_k50_m35
wide_5,synthetic_c,50,36,0.968500018119812,-5871932.333333333,,wide_5_synthetic_c_k50_m36
wide_5,synthetic_c,50,37,0.968500018119812,-5802686.666666667,,wide_5_synthetic_c_k50_m37
wide_5,synthetic_c,50,38,0.968999981880188,-5827526.0,,wide_5_synthetic_c_k50_m38
wide_5,synthetic_c,50,39,0.968999981880188,-5894392.0,,wide_5_synthetic_c_k50_m39
wide_5,synthetic_c,50,40,0.9704999923706055,-5822711.333333333,,wide_5_synthetic_c_k50_m40
wide_5,synthetic_c,50,41,0.9710000157356262,-5829297.666666667,,wide_5_synthetic_c_k50_m41
wide_5,synthetic_c,50,42,0.9710000157356262,-5846583.666666667,,wide_5_synthetic_c_k50_m42
wide_5,synthetic_c,50,43,0.9700000286102295,-5831584.0,,wide_5_synthetic_c_k50_m43
wide_5,synthetic_c,50,44,0.9710000157356262,-5830325.0,,wide_5_synthetic_c_k50_m44
wide_5,synthetic_c,50,45,0.9710000157356262,-5906182.0,,wide_5_synthetic_c_k50_m45
wide_5,synthetic_c,50,46,0.968500018119812,-5844468.0,,wide_5_synthetic_c_k50_m46
wide_5,synthetic_c,50,47,0.9695000052452087,-5823100.333333333,,wide_5_synthetic_c_k50_m47
wide_5,synthetic_c,50,48,0.9704999923706055,-5819432.0,,wide_5_synthetic_c_k50_m48
wide_5,synthetic_c,50,49,0.968500018119812,-5858570.333333333,,wide_5_synthetic_c_k50_m49
wide_5,synthetic_c,50,50,0.968999981880188,-5878471.333333333,,wide_5_synthetic_c_k50_m50
wide_5,synthetic_c,50,51,0.9725000262260437,-5813949.666666667,,wide_5_synthetic_c_k50_m51
wide_5,synthetic_c,50,52,0.9695000052452087,-5819991.0,,wide_5_synthetic_c_k50_m52
wide_5,synthetic_c,50,53,0.9710000157356262,-5805572.0,,wide_5_synthetic_c_k50_m53
wide_5,synthetic_c,50,54,0.9710000157356262,-5839383.0,,wide_5_synthetic_c_k50_m54
wide_5,synthetic_c,50,55,0.972000002861023,-5839224.666666667,,wide_5_synthetic_c_k50_m55
wide_5,synthetic_c,50,56,0.9704999923706055,-5850991.333333333,,wide_5_synthetic_c_k50_m56
wide_5,synthetic_c,50,57,0.9670000076293945,-5844759.0,,wide_5_synthetic_c_k50_m57
wide_5,synthetic_c,50,58,0.9695000052452087,-5841494.0,,wide_5_synthetic_c_k50_m58
wide_5,synthetic_c,50,59,0.9679999947547913,-5876610.333333333,,wide_5_synthetic_c_k50_m59
wide_5,synthetic_c,50,60,0.968999981880188,-5895296.333333333,,wide_5_synthetic_c_k50_m60
wide_5,synthetic_c,50,61,0.9704999923706055,-5840277.0,,wide_5_synthetic_c_k50_m61
wide_5,synthetic_c,50,62,0.968500018119812,-5825938.666666667,,wide_5_synthetic_c_k50_m62
wide_5,synthetic_c,50,63,0.968999981880188,-5841013.333333333,,wide_5_synthetic_c_k50_m63
wide_5,synthetic_c,50,64,0.9710000157356262,-5873524.666666667,,wide_5_synthetic_c_k50_m64
wide_5,synthetic_c,50,65,0.968500018119812,-5814428.0,,wide_5_synthetic_c_k50_m65
wide_5,synthetic_c,50,66,0.9704999923706055,-5798156.0,,wide_5_synthetic_c_k50_m66
wide_5,synthetic_c,50,67,0.9710000157356262,-5855058.666666667,,wide_5_synthetic_c_k50_m67
wide_5,synthetic_c,50,68,0.9695000052452087,-5798626.333333333,,wide_5_synthetic_c_k50_m68
wide_5,synthetic_c,50,69,0.9704999923706055,-5823276.333333333,,wide_5_synthetic_c_k50_m69
wide_5,synthetic_c,15,0,0.9704999923706055,-469907.3333333333,,wide_5_synthetic_c_k15_m0
wide_5,synthetic_c,15,1,0.9710000157356262,-468640.3333333333,,wide_5_synthetic_c_k15_m1
wide_5,synthetic_c,15,2,0.9704999923706055,-471154.6666666667,,wide_5_synthetic_c_k15_m2
wide_5,synthetic_c,15,3,0.9714999794960022,-473758.3333333333,,wide_5_synthetic_c_k15_m3
wide_5,synthetic_c,15,4,0.9700000286102295,-471072.0,,wide_5_synthetic_c_k15_m4
wide_5,synthetic_c,15,5,0.9700000286102295,-469868.6666666667,,wide_5_synthetic_c_k15_m5
wide_5,synthetic_c,15,6,0.9704999923706055,-471724.0,,wide_5_synthetic_c_k15_m6
wide_5,synthetic_c,15,7,0.972000002861023,-469050.6666666667,,wide_5_synthetic_c_k15_m7
wide_5,synthetic_c,15,8,0.9700000286102295,-469392.6666666667,,wide_5_synthetic_c_k15_m8
wide_5,synthetic_c,15,9,0.9704999923706055,-469345.3333333333,,wide_5_synthetic_c_k15_m9
wide_5,synthetic_c,15,10,0.968999981880188,-471334.3333333333,,wide_5_synthetic_c_k15_m10
wide_5,synthetic_c,15,11,0.972000002861023,-475922.3333333333,,wide_5_synthetic_c_k15_m11
wide_5,synthetic_c,15,12,0.9704999923706055,-471876.6666666667,,wide_5_synthetic_c_k15_m12
wide_5,synthetic_c,15,13,0.968999981880188,-467938.3333333333,,wide_5_synthetic_c_k15_m13
wide_5,synthetic_c,15,14,0.968999981880188,-471904.3333333333,,wide_5_synthetic_c_k15_m14
wide_5,synthetic_c,15,15,0.972000002861023,-472735.3333333333,,wide_5_synthetic_c_k15_m15
wide_5,synthetic_c,15,16,0.9714999794960022,-469310.3333333333,,wide_5_synthetic_c_k15_m16
wide_5,synthetic_c,15,17,0.968999981880188,-471559.6666666667,,wide_5_synthetic_c_k15_m17
wide_5,synthetic_c,15,18,0.9714999794960022,-467956.3333333333,,wide_5_synthetic_c_k15_m18
wide_5,synthetic_c,15,19,0.9710000157356262,-468733.3333333333,,wide_5_synthetic_c_k15_m19
wide_5,synthetic_c,15,20,0.9704999923706055,-472124.3333333333,,wide_5_synthetic_c_k15_m20
wide_5,synthetic_c,15,21,0.9700000286102295,-472506.6666666667,,wide_5_synthetic_c_k15_m21
wide_5,synthetic_c,15,22,0.9729999899864197,-473955.0,,wide_5_synthetic_c_k15_m22
wide_5,synthetic_c,15,23,0.9710000157356262,-473474.6666666667,,wide_5_synthetic_c_k15_m23
wide_5,synthetic_c,15,24,0.9704999923706055,-472512.6666666667,,wide_5_synthetic_c_k15_m24
wide_5,synthetic_c,15,25,0.9700000286102295,-469916.3333333333,,wide_5_synthetic_c_k15_m25
wide_5,synthetic_c,15,26,0.9714999794960022,-467547.0,,wide_5_synthetic_c_k15_m26
wide_5,synthetic_c,15,27,0.9725000262260437,-470609.3333333333,,wide_5_synthetic_c_k15_m27
wide_5,synthetic_c,15,28,0.9695000052452087,-473070.6666666667,,wide_5_synthetic_c_k15_m28
wide_5,synthetic_c,15,29,0.9710000157356262,-470712.0,,wide_5_synthetic_c_k15_m29
wide_5,synthetic_c,15,30,0.9710000157356262,-469244.6666666667,,wide_5_synthetic_c_k15_m30
wide_5,synthetic_c,15,31,0.972000002861023,-469767.6666666667,,wide_5_synthetic_c_k15_m31
wide_5,synthetic_c,15,32,0.968500018119812,-472062.6666666667,,wide_5_synthetic_c_k15_m32
wide_5,synthetic_c,15,33,0.9710000157356262,-473686.0,,wide_5_synthetic_c_k15_m33
wide_5,synthetic_c,15,34,0.9674999713897705,-476122.3333333333,,wide_5_synthetic_c_k15_m34
wide_5,synthetic_c,15,35,0.9714999794960022,-472058.3333333333,,wide_5_synthetic_c_k15_m35
wide_5,synthetic_c,15,36,0.968500018119812,-473231.0,,wide_5_synthetic_c_k15_m36
wide_5,synthetic_c,15,37,0.968500018119812,-466509.6666666667,,wide_5_synthetic_c_k15_m37
wide_5,synthetic_c,15,38,0.968999981880188,-472405.6666666667,,wide_5_synthetic_c_k15_m38
wide_5,synthetic_c,15,39,0.968999981880188,-475743.0,,wide_5_synthetic_c_k15_m39
wide_5,synthetic_c,15,40,0.9704999923706055,-473227.0,,wide_5_synthetic_c_k15_m40
wide_5,synthetic_c,15,41,0.9710000157356262,-469901.3333333333,,wide_5_synthetic_c_k15_m41
wide_5,synthetic_c,15,42,0.9710000157356262,-470413.6666666667,,wide_5_synthetic_c_k15_m42
wide_5,synthetic_c,15,43,0.9700000286102295,-467433.3333333333,,wide_5_synthetic_c_k15_m43
wide_5,synthetic_c,15,44,0.9710000157356262,-467483.3333333333,,wide_5_synthetic_c_k15_m44
