experiment,architecture,depth,width,is_bottleneck,dataset,dataset_type,k_value,model_id,accuracy,mean_forman_ricci,final_forman_ricci,mean_scalar_curvature,final_scalar_curvature,delta_forman,delta_scalar
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,30,69,0.7045000195503235,-2270811.2,-2397666.0,-139046.4,792926.0,-201730.0,815308.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,0,0.7064999938011169,-24722872.4,-25819932.0,144022.2,1421912.0,-2452794.0,1505808.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,1,0.7105000019073486,-24431634.8,-24970548.0,-11945.6,763661.0,-1603410.0,861513.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,2,0.7049999833106995,-24689142.8,-25768852.0,-26664.4,769356.0,-2401714.0,895174.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,3,0.7045000195503235,-24781526.8,-25991162.0,34876.0,907361.0,-2624024.0,1000544.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,4,0.7064999938011169,-24417627.2,-25017790.0,50635.2,1195744.0,-1650652.0,1274503.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,5,0.699999988079071,-24403778.0,-25429798.0,594.2,962903.0,-2062660.0,981979.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,6,0.6924999952316284,-24389658.8,-24853854.0,66005.0,989246.0,-1486716.0,1111986.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,7,0.7055000066757202,-24733523.6,-25449764.0,-5170.0,911608.0,-2082626.0,1075069.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,8,0.7039999961853027,-24510221.6,-25749788.0,-59173.4,583387.0,-2382650.0,637205.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,9,0.7005000114440918,-24844288.0,-26205296.0,-16441.6,942903.0,-2838158.0,1066229.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,10,0.7045000195503235,-24644916.8,-25803776.0,-82139.2,543572.0,-2436638.0,666251.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,11,0.6974999904632568,-24410314.0,-25193310.0,175134.8,1798017.0,-1826172.0,1846036.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,12,0.7014999985694885,-24696702.0,-26162352.0,-87457.6,589662.0,-2795214.0,720959.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,13,0.6924999952316284,-24365489.2,-25693078.0,-148197.6,29759.0,-2325940.0,103639.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,14,0.6974999904632568,-24535703.2,-25601842.0,49648.4,1175896.0,-2234704.0,1271942.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,15,0.6970000267028809,-24763683.6,-25960318.0,-74385.2,617343.0,-2593180.0,743318.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,16,0.7024999856948853,-24304309.2,-24928472.0,8107.6,808076.0,-1561334.0,896429.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,17,0.7045000195503235,-25023231.6,-26113098.0,280544.2,2155188.0,-2745960.0,2267111.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,18,0.7110000252723694,-24626678.0,-25851660.0,-101953.2,413110.0,-2484522.0,496285.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,19,0.7049999833106995,-25106708.0,-26179162.0,136388.0,1539591.0,-2812024.0,1713635.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,20,0.6974999904632568,-24612246.8,-25364618.0,77833.0,1267662.0,-1997480.0,1363852.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,21,0.7055000066757202,-24769654.0,-25661700.0,21007.8,944088.0,-2294562.0,1101371.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,22,0.6970000267028809,-24726836.0,-26014050.0,76708.4,1466826.0,-2646912.0,1579900.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,23,0.7095000147819519,-24629293.2,-25629612.0,-9016.4,833857.0,-2262474.0,928649.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,24,0.7055000066757202,-24262588.4,-25170514.0,-56129.8,571319.0,-1803376.0,635645.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,25,0.7039999961853027,-24553448.0,-25594432.0,-52474.2,473426.0,-2227294.0,553911.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,26,0.7055000066757202,-24485938.4,-25866546.0,-116341.6,305926.0,-2499408.0,413990.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,27,0.7085000276565552,-24284410.0,-25251262.0,-175864.6,-139590.0,-1884124.0,-13020.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,28,0.7020000219345093,-24496090.8,-25215006.0,18656.2,879434.0,-1847868.0,958763.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,29,0.7085000276565552,-24318859.2,-24929576.0,-123721.0,249159.0,-1562438.0,365140.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,30,0.6915000081062317,-24712248.8,-25948714.0,-16602.0,682484.0,-2581576.0,826302.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,31,0.7085000276565552,-24823074.8,-26399534.0,-3937.2,837120.0,-3032396.0,983785.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,32,0.703000009059906,-25001654.8,-26264696.0,104052.0,1474446.0,-2897558.0,1623757.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,33,0.6934999823570251,-24407260.4,-25788210.0,-55504.4,540287.0,-2421072.0,558850.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,34,0.6945000290870667,-24515132.8,-26077146.0,-139488.2,504954.0,-2710008.0,633206.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,35,0.6980000138282776,-24569924.4,-25870902.0,-66307.6,490009.0,-2503764.0,564305.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,36,0.6894999742507935,-24835372.4,-25873476.0,-11485.6,953653.0,-2506338.0,1056756.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,37,0.6995000243186951,-24958235.6,-26367030.0,35301.2,1043604.0,-2999892.0,1169886.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,38,0.6955000162124634,-24703271.6,-26081228.0,-5491.6,928592.0,-2714090.0,1021950.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,39,0.7024999856948853,-23974668.8,-23694488.0,82815.4,879959.0,-327350.0,998227.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,40,0.703499972820282,-24486123.6,-25599420.0,-38.6,888493.0,-2232282.0,989164.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,41,0.6815000176429749,-24178903.2,-24758336.0,-16797.8,725605.0,-1391198.0,788287.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,42,0.7049999833106995,-24448196.4,-25504534.0,11701.8,992290.0,-2137396.0,1079119.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,43,0.699999988079071,-24799875.2,-26242546.0,-60339.6,734433.0,-2875408.0,838611.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,44,0.7005000114440918,-24305192.4,-25337964.0,61706.4,1084239.0,-1970826.0,1068243.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,45,0.7009999752044678,-24845465.2,-25898880.0,160716.8,1697226.0,-2531742.0,1790377.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,46,0.6949999928474426,-24454810.4,-25197770.0,-34907.0,526310.0,-1830632.0,625817.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,47,0.7014999985694885,-24811364.4,-26433658.0,-92306.8,572549.0,-3066520.0,691512.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,48,0.7089999914169312,-24253965.6,-25150958.0,-74448.0,297246.0,-1783820.0,353683.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,49,0.7055000066757202,-24969573.6,-26431362.0,-37137.2,773420.0,-3064224.0,849720.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,50,0.7005000114440918,-24810794.0,-25332678.0,105739.8,1325232.0,-1965540.0,1492532.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,51,0.7024999856948853,-24837682.4,-26147472.0,183837.2,1838837.0,-2780334.0,1894511.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,52,0.7095000147819519,-24395556.0,-25322918.0,21319.2,982393.0,-1955780.0,1055906.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,53,0.7080000042915344,-24799282.4,-26237140.0,-25097.8,907277.0,-2870002.0,958390.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,54,0.7009999752044678,-24507684.8,-25103454.0,72111.0,1220148.0,-1736316.0,1324183.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,55,0.7024999856948853,-24528507.2,-25694222.0,-112166.2,320110.0,-2327084.0,420618.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,56,0.7064999938011169,-24606799.6,-25751582.0,29855.8,1074422.0,-2384444.0,1189813.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,57,0.6980000138282776,-24879265.2,-25741356.0,182336.2,1723480.0,-2374218.0,1876708.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,58,0.7099999785423279,-24491910.4,-25397586.0,-106895.8,324783.0,-2030448.0,434973.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,59,0.7064999938011169,-24371024.4,-24613738.0,109726.4,1093767.0,-1246600.0,1239613.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,60,0.6995000243186951,-24734875.6,-25921706.0,15857.0,1173327.0,-2554568.0,1277457.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,61,0.6965000033378601,-24589820.8,-25505270.0,45158.6,1307972.0,-2138132.0,1414048.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,62,0.7085000276565552,-24743286.8,-25880704.0,-12838.8,963572.0,-2513566.0,995429.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,63,0.7009999752044678,-24055655.6,-24670538.0,-52.2,777730.0,-1303400.0,815741.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,64,0.6990000009536743,-24968921.6,-26319758.0,68023.4,1251082.0,-2952620.0,1407663.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,65,0.7049999833106995,-24419114.8,-25047098.0,-88743.2,433657.0,-1679960.0,555149.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,66,0.7045000195503235,-24562306.4,-25745574.0,32400.6,1174430.0,-2378436.0,1234045.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,67,0.7095000147819519,-24817922.0,-26200684.0,-8611.4,972109.0,-2833546.0,1146613.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,68,0.699999988079071,-24517311.2,-25939604.0,-186880.6,11285.0,-2572466.0,105106.0
wide_5_synthetic_b,wide,5,50,False,synthetic_b,synthetic,90,69,0.7045000195503235,-24733810.4,-26479608.0,-23611.2,861341.0,-3112470.0,918918.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,0,0.6965000033378601,-196706.36363636365,-204674.0,276436.54545454547,3119428.0,-18376.0,3147050.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,1,0.6919999718666077,-196156.36363636365,-200938.0,744142.0,4711604.0,-14640.0,4564195.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,2,0.7039999961853027,-196920.72727272726,-199896.0,1312078.1818181819,5745060.0,-13598.0,6111914.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,3,0.6934999823570251,-194988.18181818182,-199694.0,3531072.3636363638,20046291.0,-13396.0,19731194.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,4,0.699999988079071,-198129.27272727274,-198110.0,1113215.6363636365,5415565.0,-11812.0,5651127.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,5,0.7105000019073486,-198144.9090909091,-203180.0,1544017.1818181819,3667069.0,-16882.0,3728186.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,6,0.699999988079071,-198659.27272727274,-202814.0,117156.18181818182,139726.0,-16516.0,597535.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,7,0.703000009059906,-196434.36363636365,-199320.0,1770183.8181818181,11540341.0,-13022.0,11918188.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,8,0.7049999833106995,-192996.9090909091,-192428.0,480111.1818181818,2320690.0,-6130.0,2459599.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,9,0.6955000162124634,-192550.72727272726,-189470.0,1036013.5454545454,5571596.0,-3172.0,6037041.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,10,0.7009999752044678,-196024.72727272726,-196750.0,3199489.8181818184,17145731.0,-10452.0,17255944.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,11,0.6934999823570251,-195841.45454545456,-196372.0,1508954.6363636365,2636666.0,-10074.0,3028947.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,12,0.7085000276565552,-193826.36363636365,-194216.0,2078705.2727272727,12647931.0,-7918.0,12902643.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,13,0.6934999823570251,-196739.81818181818,-196116.0,945964.1818181818,5112934.0,-9818.0,5259030.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,14,0.6940000057220459,-197752.0,-200870.0,241531.81818181818,1037918.0,-14572.0,1154146.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,15,0.703000009059906,-193281.0909090909,-190512.0,4707456.454545454,16830948.0,-4214.0,17448177.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,16,0.6984999775886536,-197688.36363636365,-197784.0,843703.1818181818,4613173.0,-11486.0,4874705.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,17,0.6690000295639038,-197890.72727272726,-206942.0,595913.8181818182,5331720.0,-20644.0,5216394.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,18,0.6934999823570251,-199678.18181818182,-205118.0,1639475.3636363635,6103614.0,-18820.0,6291479.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,19,0.7055000066757202,-201365.63636363635,-200032.0,2112110.3636363638,11074657.0,-13734.0,10911833.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,20,0.7005000114440918,-197707.63636363635,-199024.0,559861.4545454546,2686707.0,-12726.0,2607394.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,21,0.6995000243186951,-198617.0909090909,-212974.0,1402953.9090909092,14175084.0,-26676.0,14744632.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,22,0.6980000138282776,-197734.0,-202434.0,842836.4545454546,1511161.0,-16136.0,1743661.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,23,0.703000009059906,-190890.54545454544,-191420.0,5033561.181818182,26774328.0,-5122.0,27471670.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,24,0.7005000114440918,-198022.9090909091,-200668.0,7030032.181818182,29439079.0,-14370.0,29672395.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,25,0.6955000162124634,-195061.63636363635,-191128.0,1190763.9090909092,5400543.0,-4830.0,5642883.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,26,0.6955000162124634,-197878.54545454544,-198576.0,1886168.0,7479541.0,-12278.0,7767250.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,27,0.7045000195503235,-199140.54545454544,-197920.0,1295407.9090909092,7140142.0,-11622.0,7468396.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,28,0.7070000171661377,-192568.18181818182,-193408.0,1109127.2727272727,2918684.0,-7110.0,3123517.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,29,0.7055000066757202,-195793.0909090909,-201456.0,513951.2727272727,1977572.0,-15158.0,2155726.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,30,0.6984999775886536,-194736.18181818182,-196350.0,2628150.8181818184,6551833.0,-10052.0,6820423.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,31,0.7120000123977661,-195006.0,-208964.0,200670.0,2657459.0,-22666.0,2308315.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,32,0.7020000219345093,-195188.54545454544,-200112.0,3226940.3636363638,15430268.0,-13814.0,15691219.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,33,0.7070000171661377,-197290.36363636365,-202782.0,1523379.4545454546,9106671.0,-16484.0,9263956.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,34,0.7045000195503235,-195249.45454545456,-199778.0,719781.6363636364,5793413.0,-13480.0,5625503.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,35,0.7009999752044678,-194702.36363636365,-198600.0,848378.0,5445567.0,-12302.0,5765198.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,36,0.7009999752044678,-193597.27272727274,-194392.0,2167231.909090909,8685521.0,-8094.0,9541713.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,37,0.7014999985694885,-192668.54545454544,-195354.0,2390708.0,17680458.0,-9056.0,18037644.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,38,0.7024999856948853,-201600.54545454544,-209264.0,1041401.4545454546,8364056.0,-22966.0,8652915.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,39,0.6959999799728394,-195306.0,-202264.0,869706.5454545454,8468707.0,-15966.0,8791471.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,40,0.7005000114440918,-194452.72727272726,-200042.0,961003.2727272727,4932941.0,-13744.0,5115617.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,41,0.6970000267028809,-195185.81818181818,-194932.0,1464885.3636363635,5394100.0,-8634.0,5580271.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,42,0.7024999856948853,-196328.9090909091,-205888.0,2062128.8181818181,6071103.0,-19590.0,6063210.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,43,0.7099999785423279,-201503.45454545456,-203552.0,1088786.3636363635,6739394.0,-17254.0,7228072.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,44,0.7039999961853027,-198244.72727272726,-203234.0,346690.2727272727,1276238.0,-16936.0,1651037.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,45,0.6959999799728394,-195583.63636363635,-204494.0,3502671.272727273,16635693.0,-18196.0,16632554.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,46,0.703000009059906,-194084.72727272726,-203886.0,294466.0909090909,4981004.0,-17588.0,4907434.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,47,0.7074999809265137,-195919.27272727274,-202358.0,2582533.8181818184,-4087138.0,-16060.0,-4131656.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,48,0.690500020980835,-199179.81818181818,-205564.0,1687361.8181818181,5879759.0,-19266.0,6571103.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,49,0.6909999847412109,-194395.27272727274,-196816.0,1710661.6363636365,16246315.0,-10518.0,16117984.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,50,0.7064999938011169,-196387.0909090909,-209136.0,357592.9090909091,3465932.0,-22838.0,3355477.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,51,0.6890000104904175,-195363.27272727274,-198582.0,640615.9090909091,3723683.0,-12284.0,3719454.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,52,0.7039999961853027,-194106.18181818182,-199396.0,-173543.0,1824220.0,-13098.0,1808751.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,53,0.7045000195503235,-195879.63636363635,-197070.0,1721408.0,9853843.0,-10772.0,9732389.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,54,0.6980000138282776,-197736.18181818182,-203880.0,1476995.1818181819,8172671.0,-17582.0,8413756.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,55,0.7080000042915344,-195592.54545454544,-195572.0,2542393.0,7697889.0,-9274.0,8150205.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,56,0.7009999752044678,-198489.45454545456,-204908.0,2015573.2727272727,5458706.0,-18610.0,5578219.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,57,0.7124999761581421,-196978.9090909091,-201702.0,2208565.727272727,6471778.0,-15404.0,6598397.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,58,0.6965000033378601,-196782.18181818182,-199868.0,1943754.1818181819,12425079.0,-13570.0,12739419.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,59,0.703000009059906,-197860.18181818182,-199510.0,1287607.9090909092,7722703.0,-13212.0,7643592.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,60,0.7139999866485596,-195141.63636363635,-204184.0,3519733.1818181816,14642269.0,-17886.0,14609548.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,61,0.6980000138282776,-194324.72727272726,-194798.0,377201.2727272727,1020156.0,-8500.0,959420.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,62,0.703499972820282,-198832.36363636365,-204080.0,438531.7272727273,3382464.0,-17782.0,3534790.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,63,0.7059999704360962,-199661.0909090909,-203472.0,1820277.0909090908,11298253.0,-17174.0,11250416.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,64,0.6995000243186951,-200254.54545454544,-204178.0,955214.0,7220521.0,-17880.0,7339169.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,65,0.703000009059906,-195062.0,-197506.0,2098160.909090909,7209753.0,-11208.0,7575542.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,66,0.6945000290870667,-198492.18181818182,-200296.0,803315.2727272727,1557848.0,-13998.0,2032791.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,67,0.6894999742507935,-200709.0909090909,-208426.0,809716.8181818182,5886561.0,-22128.0,6144131.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,68,0.6990000009536743,-195792.18181818182,-200022.0,3117172.6363636362,11764286.0,-13724.0,11774217.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,10,69,0.699999988079071,-196622.0,-195822.0,1698322.2727272727,5918327.0,-9524.0,5966282.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,0,0.6965000033378601,-955038.7272727273,-982934.0,170777.54545454544,1620479.0,-87768.0,1830226.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,1,0.6919999718666077,-950089.6363636364,-950582.0,446359.36363636365,3057750.0,-55416.0,3132338.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,2,0.7039999961853027,-947564.3636363636,-933828.0,812073.9090909091,2566562.0,-38662.0,3084765.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,3,0.6934999823570251,-934816.7272727273,-932608.0,2504314.1818181816,12460765.0,-37442.0,12508251.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,4,0.699999988079071,-953952.3636363636,-931736.0,686538.4545454546,3373112.0,-36570.0,3896319.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,5,0.7105000019073486,-952142.7272727273,-938578.0,1112933.4545454546,2656322.0,-43412.0,2737552.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,6,0.699999988079071,-968345.2727272727,-978754.0,67479.36363636363,775902.0,-83588.0,1075971.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,7,0.703000009059906,-949047.0909090909,-949670.0,1179319.5454545454,6911421.0,-54504.0,7156155.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,8,0.7049999833106995,-929285.0909090909,-933534.0,252979.81818181818,1036962.0,-38368.0,1408392.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,9,0.6955000162124634,-926747.6363636364,-910396.0,594161.3636363636,2973669.0,-15230.0,3171509.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,10,0.7009999752044678,-953714.5454545454,-930770.0,2144497.8181818184,11253882.0,-35604.0,11470624.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,11,0.6934999823570251,-938939.0909090909,-919264.0,1023757.3636363636,2307221.0,-24098.0,2551977.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,12,0.7085000276565552,-931376.0,-903906.0,1462630.0909090908,9091830.0,-8740.0,9416606.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,13,0.6934999823570251,-959396.0,-938142.0,706770.1818181818,4001951.0,-42976.0,4187502.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,14,0.6940000057220459,-958007.0909090909,-949486.0,116716.90909090909,395241.0,-54320.0,557119.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,15,0.703000009059906,-931250.9090909091,-911226.0,2960717.3636363638,8324624.0,-16060.0,8742259.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,16,0.6984999775886536,-951226.1818181818,-928998.0,385701.9090909091,1709905.0,-33832.0,2103734.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,17,0.6690000295639038,-961121.0909090909,-986906.0,296102.8181818182,2268533.0,-91740.0,2477551.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,18,0.6934999823570251,-968319.0909090909,-961386.0,1109898.4545454546,4941205.0,-66220.0,5289146.0
narrow_11_synthetic_b,narrow,11,25,False,synthetic_b,synthetic,20,19,0.7055000066757202,-971650.5454545454,-954734.0,1502654.4545454546,7647452.0,-59568.0,7815657.0
